TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,OBS_REV,DATE,nomflow,cleFlow,INDICATEUR,SECT-INST,OPERATION,CNA_PRODUIT,NATURE,VALORISATION,CORRECTION,SERIE_ARRETEE,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,SECT-INST_label_fr,SECT-INST_label_en,OPERATION_label_fr,OPERATION_label_en,CNA_PRODUIT_label_fr,CNA_PRODUIT_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,VALORISATION_label_fr,VALORISATION_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,SERIE_ARRETEE_label_fr,SERIE_ARRETEE_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_REV_label_fr,OBS_REV_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
2014-Q1,0.0,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2014-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2014-Q2,0.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,1,2014-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value
2014-Q3,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2014-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2014-Q4,-0.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2014-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2015-Q1,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2015-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2015-Q2,0.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2015-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2015-Q3,0.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2015-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2015-Q4,0.2,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2015-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2016-Q1,0.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2016-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2016-Q2,-0.2,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2016-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2016-Q3,0.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2016-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2016-Q4,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2016-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2017-Q1,0.7,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2017-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2017-Q2,0.8,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2017-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2017-Q3,0.7,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2017-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2017-Q4,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2017-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2018-Q1,0.0,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2018-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2018-Q2,0.3,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2018-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2018-Q3,0.5,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2018-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2018-Q4,0.8,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,1,2018-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,Révision,Revised value,Valeur normale,Normal value,Valeur définitive,Final value
2019-Q1,0.9,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2019-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2019-Q2,0.6,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2019-04-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2019-Q3,0.0,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2019-07-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2019-Q4,-0.5,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2019-10-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
2020-Q1,-5.1,A,DEF,A,011794844,T,Comptes trimestriels (base 2020) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO,Quarterly accounts (base 2020) - Evolution of the total Gross Domestic Product - Volumes chained at previous year prices - SA-WDA series,2025-11-28,POURCENT,0,FE,1,,2020-01-01 00:00:00,CNT-2020-PIB-EQB-RF,T.CNT-EQUILIBRE_PIB.SO.PIB.SO.TAUX.FE.L.POURCENT.CVS-CJO.FALSE,CNT-EQUILIBRE_PIB,SO,PIB,SO,TAUX,L,CVS-CJO,FALSE,Trimestrielle,Quarterly,Équilibre du produit intérieur brut,Gross Domestic Product balance,Sans objet,Not applicable,PIB - Produit intérieur brut,GDP - Gross domestic product,Sans objet,Not applicable,Taux,Rate,France,France,Volumes aux prix de l'année précédente chaînés,Volumes chained at previous year prices,%,%,Corrigé des variations saisonnières et du nombre de jours ouvrables,Seasonally and working-day adjusted,non,no,Valeur normale,Normal value,,,Valeur normale,Normal value,Valeur définitive,Final value
