TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_QUAL,OBS_TYPE,IDBANK,FREQ,TITLE_FR,TITLE_EN,LAST_UPDATE,UNIT_MEASURE,UNIT_MULT,REF_AREA,DECIMALS,DATE,nomflow,cleFlow,INDICATEUR,NATURE,AGE,CORRECTION,FREQ_label_fr,FREQ_label_en,INDICATEUR_label_fr,INDICATEUR_label_en,NATURE_label_fr,NATURE_label_en,REF_AREA_label_fr,REF_AREA_label_en,AGE_label_fr,AGE_label_en,UNIT_MEASURE_label_fr,UNIT_MEASURE_label_en,CORRECTION_label_fr,CORRECTION_label_en,OBS_STATUS_label_fr,OBS_STATUS_label_en,OBS_TYPE_label_fr,OBS_TYPE_label_en,OBS_QUAL_label_fr,OBS_QUAL_label_en
2014,8.9,A,DEF,A,001742384,A,Taux de pauvreté : 60 à 74 ans - Hautes-Alpes,Poverty rate: 60 to 74 years old - Hautes-Alpes,2018-06-19,POURCENT,0,D05,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D05.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,05 - Hautes-Alpes,05 - Hautes-Alpes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,8.7,A,DEF,A,001742384,A,Taux de pauvreté : 60 à 74 ans - Hautes-Alpes,Poverty rate: 60 to 74 years old - Hautes-Alpes,2018-06-19,POURCENT,0,D05,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D05.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,05 - Hautes-Alpes,05 - Hautes-Alpes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,12.7,A,DEF,A,001742385,A,Taux de pauvreté : 60 à 74 ans - Alpes-Maritimes,Poverty rate: 60 to 74 years old - Alpes-Maritimes,2018-06-19,POURCENT,0,D06,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D06.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,06 - Alpes-Maritimes,06 - Alpes-Maritimes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,12.4,A,DEF,A,001742385,A,Taux de pauvreté : 60 à 74 ans - Alpes-Maritimes,Poverty rate: 60 to 74 years old - Alpes-Maritimes,2018-06-19,POURCENT,0,D06,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D06.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,06 - Alpes-Maritimes,06 - Alpes-Maritimes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,12.5,A,DEF,A,001742385,A,Taux de pauvreté : 60 à 74 ans - Alpes-Maritimes,Poverty rate: 60 to 74 years old - Alpes-Maritimes,2018-06-19,POURCENT,0,D06,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D06.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,06 - Alpes-Maritimes,06 - Alpes-Maritimes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,12.1,A,DEF,A,001742385,A,Taux de pauvreté : 60 à 74 ans - Alpes-Maritimes,Poverty rate: 60 to 74 years old - Alpes-Maritimes,2018-06-19,POURCENT,0,D06,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D06.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,06 - Alpes-Maritimes,06 - Alpes-Maritimes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,9.3,A,DEF,A,001742386,A,Taux de pauvreté : 60 à 74 ans - Ardèche,Poverty rate: 60 to 74 years old - Ardèche,2018-06-19,POURCENT,0,D07,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D07.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,07 - Ardèche,07 - Ardèche,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,9.1,A,DEF,A,001742386,A,Taux de pauvreté : 60 à 74 ans - Ardèche,Poverty rate: 60 to 74 years old - Ardèche,2018-06-19,POURCENT,0,D07,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D07.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,07 - Ardèche,07 - Ardèche,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,9.0,A,DEF,A,001742386,A,Taux de pauvreté : 60 à 74 ans - Ardèche,Poverty rate: 60 to 74 years old - Ardèche,2018-06-19,POURCENT,0,D07,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D07.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,07 - Ardèche,07 - Ardèche,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,8.9,A,DEF,A,001742386,A,Taux de pauvreté : 60 à 74 ans - Ardèche,Poverty rate: 60 to 74 years old - Ardèche,2018-06-19,POURCENT,0,D07,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D07.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,07 - Ardèche,07 - Ardèche,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,13.0,A,DEF,A,001742387,A,Taux de pauvreté : 60 à 74 ans - Ardennes,Poverty rate: 60 to 74 years old - Ardennes,2018-06-19,POURCENT,0,D08,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D08.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,08 - Ardennes,08 - Ardennes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,11.4,A,DEF,A,001742387,A,Taux de pauvreté : 60 à 74 ans - Ardennes,Poverty rate: 60 to 74 years old - Ardennes,2018-06-19,POURCENT,0,D08,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D08.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,08 - Ardennes,08 - Ardennes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,11.8,A,DEF,A,001742387,A,Taux de pauvreté : 60 à 74 ans - Ardennes,Poverty rate: 60 to 74 years old - Ardennes,2018-06-19,POURCENT,0,D08,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D08.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,08 - Ardennes,08 - Ardennes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,11.8,A,DEF,A,001742387,A,Taux de pauvreté : 60 à 74 ans - Ardennes,Poverty rate: 60 to 74 years old - Ardennes,2018-06-19,POURCENT,0,D08,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D08.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,08 - Ardennes,08 - Ardennes,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,11.5,A,DEF,A,001742388,A,Taux de pauvreté : 60 à 74 ans - Ariège,Poverty rate: 60 to 74 years old - Ariège,2018-06-19,POURCENT,0,D09,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D09.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,09 - Ariège,09 - Ariège,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,11.3,A,DEF,A,001742388,A,Taux de pauvreté : 60 à 74 ans - Ariège,Poverty rate: 60 to 74 years old - Ariège,2018-06-19,POURCENT,0,D09,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D09.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,09 - Ariège,09 - Ariège,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,11.2,A,DEF,A,001742388,A,Taux de pauvreté : 60 à 74 ans - Ariège,Poverty rate: 60 to 74 years old - Ariège,2018-06-19,POURCENT,0,D09,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D09.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,09 - Ariège,09 - Ariège,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,11.6,A,DEF,A,001742388,A,Taux de pauvreté : 60 à 74 ans - Ariège,Poverty rate: 60 to 74 years old - Ariège,2018-06-19,POURCENT,0,D09,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D09.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,09 - Ariège,09 - Ariège,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,9.7,A,DEF,A,001742389,A,Taux de pauvreté : 60 à 74 ans - Aube,Poverty rate: 60 to 74 years old - Aube,2018-06-19,POURCENT,0,D10,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D10.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,10 - Aube,10 - Aube,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,8.8,A,DEF,A,001742389,A,Taux de pauvreté : 60 à 74 ans - Aube,Poverty rate: 60 to 74 years old - Aube,2018-06-19,POURCENT,0,D10,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D10.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,10 - Aube,10 - Aube,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,9.0,A,DEF,A,001742389,A,Taux de pauvreté : 60 à 74 ans - Aube,Poverty rate: 60 to 74 years old - Aube,2018-06-19,POURCENT,0,D10,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D10.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,10 - Aube,10 - Aube,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,9.1,A,DEF,A,001742389,A,Taux de pauvreté : 60 à 74 ans - Aube,Poverty rate: 60 to 74 years old - Aube,2018-06-19,POURCENT,0,D10,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D10.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,10 - Aube,10 - Aube,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,13.8,A,DEF,A,001742390,A,Taux de pauvreté : 60 à 74 ans - Aude,Poverty rate: 60 to 74 years old - Aude,2018-06-19,POURCENT,0,D11,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D11.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,11 - Aude,11 - Aude,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,13.2,A,DEF,A,001742390,A,Taux de pauvreté : 60 à 74 ans - Aude,Poverty rate: 60 to 74 years old - Aude,2018-06-19,POURCENT,0,D11,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D11.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,11 - Aude,11 - Aude,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,13.4,A,DEF,A,001742390,A,Taux de pauvreté : 60 à 74 ans - Aude,Poverty rate: 60 to 74 years old - Aude,2018-06-19,POURCENT,0,D11,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D11.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,11 - Aude,11 - Aude,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,13.3,A,DEF,A,001742390,A,Taux de pauvreté : 60 à 74 ans - Aude,Poverty rate: 60 to 74 years old - Aude,2018-06-19,POURCENT,0,D11,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D11.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,11 - Aude,11 - Aude,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,9.4,A,DEF,A,001742391,A,Taux de pauvreté : 60 à 74 ans - Aveyron,Poverty rate: 60 to 74 years old - Aveyron,2018-06-19,POURCENT,0,D12,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D12.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,12 - Aveyron,12 - Aveyron,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,9.2,A,DEF,A,001742391,A,Taux de pauvreté : 60 à 74 ans - Aveyron,Poverty rate: 60 to 74 years old - Aveyron,2018-06-19,POURCENT,0,D12,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D12.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,12 - Aveyron,12 - Aveyron,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,9.1,A,DEF,A,001742391,A,Taux de pauvreté : 60 à 74 ans - Aveyron,Poverty rate: 60 to 74 years old - Aveyron,2018-06-19,POURCENT,0,D12,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D12.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,12 - Aveyron,12 - Aveyron,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,9.3,A,DEF,A,001742391,A,Taux de pauvreté : 60 à 74 ans - Aveyron,Poverty rate: 60 to 74 years old - Aveyron,2018-06-19,POURCENT,0,D12,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D12.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,12 - Aveyron,12 - Aveyron,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,13.6,A,DEF,A,001742392,A,Taux de pauvreté : 60 à 74 ans - Bouches-du-Rhône,Poverty rate: 60 to 74 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,12.9,A,DEF,A,001742392,A,Taux de pauvreté : 60 à 74 ans - Bouches-du-Rhône,Poverty rate: 60 to 74 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,12.9,A,DEF,A,001742392,A,Taux de pauvreté : 60 à 74 ans - Bouches-du-Rhône,Poverty rate: 60 to 74 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,12.6,A,DEF,A,001742392,A,Taux de pauvreté : 60 à 74 ans - Bouches-du-Rhône,Poverty rate: 60 to 74 years old - Bouches-du-Rhône,2018-06-19,POURCENT,0,D13,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D13.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,13 - Bouches-du-Rhône,13 - Bouches-du-Rhône,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,7.2,A,DEF,A,001742393,A,Taux de pauvreté : 60 à 74 ans - Calvados,Poverty rate: 60 to 74 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,6.6,A,DEF,A,001742393,A,Taux de pauvreté : 60 à 74 ans - Calvados,Poverty rate: 60 to 74 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2014,6.9,A,DEF,A,001742393,A,Taux de pauvreté : 60 à 74 ans - Calvados,Poverty rate: 60 to 74 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2014-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2015,6.9,A,DEF,A,001742393,A,Taux de pauvreté : 60 à 74 ans - Calvados,Poverty rate: 60 to 74 years old - Calvados,2018-06-19,POURCENT,0,D14,1,2015-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D14.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,14 - Calvados,14 - Calvados,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2012,10.6,A,DEF,A,001742394,A,Taux de pauvreté : 60 à 74 ans - Cantal,Poverty rate: 60 to 74 years old - Cantal,2018-06-19,POURCENT,0,D15,1,2012-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D15.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,15 - Cantal,15 - Cantal,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
2013,9.7,A,DEF,A,001742394,A,Taux de pauvreté : 60 à 74 ans - Cantal,Poverty rate: 60 to 74 years old - Cantal,2018-06-19,POURCENT,0,D15,1,2013-01-01 00:00:00,TCRED-SALAIRES-REVENUS-TAUX-PAUVRETE-AGE,A.TAUX_PAUVRETE.TAUX.D15.60-74.POURCENT.BRUT,TAUX_PAUVRETE,TAUX,60-74,BRUT,Annuelle,Annual,Taux de pauvreté,Poverty rate,Taux,Rate,15 - Cantal,15 - Cantal,De 60 à 74 ans,From 60 to 74 years old,%,%,Non corrigé,Uncorrected,Valeur normale,Normal value,Valeur normale,Normal value,Valeur définitive,Final value
