periode,taux_pauvrete,description,zone,id_serie,annee
2014,19.7,Taux de pauvreté : Moins de 30 ans - Côtes-d'Armor,D22,1742522,2014
2015,20.0,Taux de pauvreté : Moins de 30 ans - Côtes-d'Armor,D22,1742522,2015
2012,28.1,Taux de pauvreté : Moins de 30 ans - Creuse,D23,1742523,2012
2013,27.5,Taux de pauvreté : Moins de 30 ans - Creuse,D23,1742523,2013
2014,26.3,Taux de pauvreté : Moins de 30 ans - Creuse,D23,1742523,2014
2015,26.4,Taux de pauvreté : Moins de 30 ans - Creuse,D23,1742523,2015
2012,25.3,Taux de pauvreté : Moins de 30 ans - Dordogne,D24,1742524,2012
2013,26.3,Taux de pauvreté : Moins de 30 ans - Dordogne,D24,1742524,2013
2014,26.2,Taux de pauvreté : Moins de 30 ans - Dordogne,D24,1742524,2014
2015,26.5,Taux de pauvreté : Moins de 30 ans - Dordogne,D24,1742524,2015
2012,19.9,Taux de pauvreté : Moins de 30 ans - Doubs,D25,1742525,2012
2013,21.0,Taux de pauvreté : Moins de 30 ans - Doubs,D25,1742525,2013
2014,20.9,Taux de pauvreté : Moins de 30 ans - Doubs,D25,1742525,2014
2015,20.6,Taux de pauvreté : Moins de 30 ans - Doubs,D25,1742525,2015
2012,22.1,Taux de pauvreté : Moins de 30 ans - Drôme,D26,1742526,2012
2013,22.6,Taux de pauvreté : Moins de 30 ans - Drôme,D26,1742526,2013
2014,22.6,Taux de pauvreté : Moins de 30 ans - Drôme,D26,1742526,2014
2015,22.3,Taux de pauvreté : Moins de 30 ans - Drôme,D26,1742526,2015
2012,20.6,Taux de pauvreté : Moins de 30 ans - Eure,D27,1742527,2012
2013,20.4,Taux de pauvreté : Moins de 30 ans - Eure,D27,1742527,2013
2014,21.1,Taux de pauvreté : Moins de 30 ans - Eure,D27,1742527,2014
2015,22.0,Taux de pauvreté : Moins de 30 ans - Eure,D27,1742527,2015
2012,7.0,Taux de pauvreté : 60 à 74 ans - Sarthe,D72,1742528,2012
2013,6.3,Taux de pauvreté : 60 à 74 ans - Sarthe,D72,1742528,2013
2014,6.6,Taux de pauvreté : 60 à 74 ans - Sarthe,D72,1742528,2014
2015,6.9,Taux de pauvreté : 60 à 74 ans - Sarthe,D72,1742528,2015
2012,6.7,Taux de pauvreté : 60 à 74 ans - Savoie,D73,1742529,2012
2013,6.5,Taux de pauvreté : 60 à 74 ans - Savoie,D73,1742529,2013
2014,6.6,Taux de pauvreté : 60 à 74 ans - Savoie,D73,1742529,2014
2015,6.2,Taux de pauvreté : 60 à 74 ans - Savoie,D73,1742529,2015
2012,7.7,Taux de pauvreté : 60 à 74 ans - Haute-Savoie,D74,1742530,2012
2013,7.1,Taux de pauvreté : 60 à 74 ans - Haute-Savoie,D74,1742530,2013
2014,7.2,Taux de pauvreté : 60 à 74 ans - Haute-Savoie,D74,1742530,2014
2015,6.7,Taux de pauvreté : 60 à 74 ans - Haute-Savoie,D74,1742530,2015
2012,15.5,Taux de pauvreté : 60 à 74 ans - Paris,D75,1742531,2012
2013,15.0,Taux de pauvreté : 60 à 74 ans - Paris,D75,1742531,2013
2014,15.2,Taux de pauvreté : 60 à 74 ans - Paris,D75,1742531,2014
2015,15.3,Taux de pauvreté : 60 à 74 ans - Paris,D75,1742531,2015
2012,9.3,Taux de pauvreté : 60 à 74 ans - Seine-Maritime,D76,1742532,2012
2013,8.2,Taux de pauvreté : 60 à 74 ans - Seine-Maritime,D76,1742532,2013
2014,8.3,Taux de pauvreté : 60 à 74 ans - Seine-Maritime,D76,1742532,2014
2015,8.4,Taux de pauvreté : 60 à 74 ans - Seine-Maritime,D76,1742532,2015
2012,7.9,Taux de pauvreté : 60 à 74 ans - Seine-et-Marne,D77,1742533,2012
2013,7.3,Taux de pauvreté : 60 à 74 ans - Seine-et-Marne,D77,1742533,2013
2014,7.4,Taux de pauvreté : 60 à 74 ans - Seine-et-Marne,D77,1742533,2014
2015,7.5,Taux de pauvreté : 60 à 74 ans - Seine-et-Marne,D77,1742533,2015
2012,7.5,Taux de pauvreté : 60 à 74 ans - Yvelines,D78,1742534,2012
2013,7.0,Taux de pauvreté : 60 à 74 ans - Yvelines,D78,1742534,2013
2014,7.1,Taux de pauvreté : 60 à 74 ans - Yvelines,D78,1742534,2014
2015,6.9,Taux de pauvreté : 60 à 74 ans - Yvelines,D78,1742534,2015
2012,8.0,Taux de pauvreté : 60 à 74 ans - Deux-Sèvres,D79,1742535,2012
2013,7.4,Taux de pauvreté : 60 à 74 ans - Deux-Sèvres,D79,1742535,2013
2014,7.7,Taux de pauvreté : 60 à 74 ans - Deux-Sèvres,D79,1742535,2014
2015,7.4,Taux de pauvreté : 60 à 74 ans - Deux-Sèvres,D79,1742535,2015
2012,9.7,Taux de pauvreté : 60 à 74 ans - Somme,D80,1742536,2012
2013,8.5,Taux de pauvreté : 60 à 74 ans - Somme,D80,1742536,2013
2014,9.0,Taux de pauvreté : 60 à 74 ans - Somme,D80,1742536,2014
2015,9.1,Taux de pauvreté : 60 à 74 ans - Somme,D80,1742536,2015
2012,9.7,Taux de pauvreté : 60 à 74 ans - Tarn,D81,1742537,2012
2013,9.3,Taux de pauvreté : 60 à 74 ans - Tarn,D81,1742537,2013
2014,9.2,Taux de pauvreté : 60 à 74 ans - Tarn,D81,1742537,2014
2015,9.7,Taux de pauvreté : 60 à 74 ans - Tarn,D81,1742537,2015
2012,12.2,Taux de pauvreté : 60 à 74 ans - Tarn-et-Garonne,D82,1742538,2012
2013,11.7,Taux de pauvreté : 60 à 74 ans - Tarn-et-Garonne,D82,1742538,2013
2014,12.0,Taux de pauvreté : 60 à 74 ans - Tarn-et-Garonne,D82,1742538,2014
2015,12.0,Taux de pauvreté : 60 à 74 ans - Tarn-et-Garonne,D82,1742538,2015
2012,11.4,Taux de pauvreté : 60 à 74 ans - Var,D83,1742539,2012
2013,11.2,Taux de pauvreté : 60 à 74 ans - Var,D83,1742539,2013
2014,11.4,Taux de pauvreté : 60 à 74 ans - Var,D83,1742539,2014
2015,11.0,Taux de pauvreté : 60 à 74 ans - Var,D83,1742539,2015
2012,16.9,Taux de pauvreté : 60 à 74 ans - Vaucluse,D84,1742540,2012
2013,16.1,Taux de pauvreté : 60 à 74 ans - Vaucluse,D84,1742540,2013
2014,16.4,Taux de pauvreté : 60 à 74 ans - Vaucluse,D84,1742540,2014
2015,15.5,Taux de pauvreté : 60 à 74 ans - Vaucluse,D84,1742540,2015
2012,6.0,Taux de pauvreté : 60 à 74 ans - Vendée,D85,1742541,2012
2013,5.4,Taux de pauvreté : 60 à 74 ans - Vendée,D85,1742541,2013
2014,5.5,Taux de pauvreté : 60 à 74 ans - Vendée,D85,1742541,2014
2015,5.4,Taux de pauvreté : 60 à 74 ans - Vendée,D85,1742541,2015
2012,8.2,Taux de pauvreté : 60 à 74 ans - Vienne,D86,1742542,2012
2013,7.6,Taux de pauvreté : 60 à 74 ans - Vienne,D86,1742542,2013
2014,7.7,Taux de pauvreté : 60 à 74 ans - Vienne,D86,1742542,2014
2015,7.7,Taux de pauvreté : 60 à 74 ans - Vienne,D86,1742542,2015
2012,9.2,Taux de pauvreté : 60 à 74 ans - Haute-Vienne,D87,1742543,2012
2013,8.5,Taux de pauvreté : 60 à 74 ans - Haute-Vienne,D87,1742543,2013
2014,8.6,Taux de pauvreté : 60 à 74 ans - Haute-Vienne,D87,1742543,2014
2015,8.4,Taux de pauvreté : 60 à 74 ans - Haute-Vienne,D87,1742543,2015
2012,9.5,Taux de pauvreté : 60 à 74 ans - Vosges,D88,1742544,2012
2013,8.5,Taux de pauvreté : 60 à 74 ans - Vosges,D88,1742544,2013
2014,8.7,Taux de pauvreté : 60 à 74 ans - Vosges,D88,1742544,2014
2015,8.9,Taux de pauvreté : 60 à 74 ans - Vosges,D88,1742544,2015
2012,8.3,Taux de pauvreté : 60 à 74 ans - Yonne,D89,1742545,2012
2013,8.0,Taux de pauvreté : 60 à 74 ans - Yonne,D89,1742545,2013
2014,8.3,Taux de pauvreté : 60 à 74 ans - Yonne,D89,1742545,2014
2015,8.3,Taux de pauvreté : 60 à 74 ans - Yonne,D89,1742545,2015
2012,10.3,Taux de pauvreté : 60 à 74 ans - Territoire de Belfort,D90,1742546,2012
2013,9.1,Taux de pauvreté : 60 à 74 ans - Territoire de Belfort,D90,1742546,2013
2014,9.1,Taux de pauvreté : 60 à 74 ans - Territoire de Belfort,D90,1742546,2014
2015,8.6,Taux de pauvreté : 60 à 74 ans - Territoire de Belfort,D90,1742546,2015
2012,8.0,Taux de pauvreté : 60 à 74 ans - Essonne,D91,1742547,2012
2013,7.4,Taux de pauvreté : 60 à 74 ans - Essonne,D91,1742547,2013
2014,7.5,Taux de pauvreté : 60 à 74 ans - Essonne,D91,1742547,2014
2015,7.7,Taux de pauvreté : 60 à 74 ans - Essonne,D91,1742547,2015
2012,12.2,Taux de pauvreté : 60 à 74 ans - Hauts-de-Seine,D92,1742548,2012
2013,11.2,Taux de pauvreté : 60 à 74 ans - Hauts-de-Seine,D92,1742548,2013
2014,11.2,Taux de pauvreté : 60 à 74 ans - Hauts-de-Seine,D92,1742548,2014
2015,11.2,Taux de pauvreté : 60 à 74 ans - Hauts-de-Seine,D92,1742548,2015
2012,22.0,Taux de pauvreté : 60 à 74 ans - Seine-Saint-Denis,D93,1742549,2012
2013,21.2,Taux de pauvreté : 60 à 74 ans - Seine-Saint-Denis,D93,1742549,2013
2014,22.3,Taux de pauvreté : 60 à 74 ans - Seine-Saint-Denis,D93,1742549,2014
2015,22.4,Taux de pauvreté : 60 à 74 ans - Seine-Saint-Denis,D93,1742549,2015
2012,11.8,Taux de pauvreté : 60 à 74 ans - Val-de-Marne,D94,1742550,2012
2013,11.4,Taux de pauvreté : 60 à 74 ans - Val-de-Marne,D94,1742550,2013
2014,11.8,Taux de pauvreté : 60 à 74 ans - Val-de-Marne,D94,1742550,2014
2015,12.4,Taux de pauvreté : 60 à 74 ans - Val-de-Marne,D94,1742550,2015
2012,12.5,Taux de pauvreté : 60 à 74 ans - Val-d'Oise,D95,1742551,2012
2013,11.9,Taux de pauvreté : 60 à 74 ans - Val-d'Oise,D95,1742551,2013
2014,11.8,Taux de pauvreté : 60 à 74 ans - Val-d'Oise,D95,1742551,2014
2015,11.9,Taux de pauvreté : 60 à 74 ans - Val-d'Oise,D95,1742551,2015
2012,18.3,Taux de pauvreté : Moins de 30 ans - Eure-et-Loir,D28,1742565,2012
2013,18.6,Taux de pauvreté : Moins de 30 ans - Eure-et-Loir,D28,1742565,2013
2014,18.3,Taux de pauvreté : Moins de 30 ans - Eure-et-Loir,D28,1742565,2014
2015,19.0,Taux de pauvreté : Moins de 30 ans - Eure-et-Loir,D28,1742565,2015
2012,18.3,Taux de pauvreté : Moins de 30 ans - Finistère,D29,1742566,2012
2013,19.0,Taux de pauvreté : Moins de 30 ans - Finistère,D29,1742566,2013
2014,19.3,Taux de pauvreté : Moins de 30 ans - Finistère,D29,1742566,2014
2015,19.7,Taux de pauvreté : Moins de 30 ans - Finistère,D29,1742566,2015
2012,29.3,Taux de pauvreté : Moins de 30 ans - Gard,D30,1742567,2012
2013,30.4,Taux de pauvreté : Moins de 30 ans - Gard,D30,1742567,2013
2014,30.3,Taux de pauvreté : Moins de 30 ans - Gard,D30,1742567,2014
2015,30.1,Taux de pauvreté : Moins de 30 ans - Gard,D30,1742567,2015
2012,21.5,Taux de pauvreté : Moins de 30 ans - Haute-Garonne,D31,1742568,2012
2013,22.3,Taux de pauvreté : Moins de 30 ans - Haute-Garonne,D31,1742568,2013
2014,22.5,Taux de pauvreté : Moins de 30 ans - Haute-Garonne,D31,1742568,2014
2015,23.2,Taux de pauvreté : Moins de 30 ans - Haute-Garonne,D31,1742568,2015
2012,24.3,Taux de pauvreté : Moins de 30 ans - Gers,D32,1742569,2012
2013,23.3,Taux de pauvreté : Moins de 30 ans - Gers,D32,1742569,2013
2014,22.5,Taux de pauvreté : Moins de 30 ans - Gers,D32,1742569,2014
2015,22.0,Taux de pauvreté : Moins de 30 ans - Gers,D32,1742569,2015
2012,21.5,Taux de pauvreté : Moins de 30 ans - Gironde,D33,1742570,2012
2013,22.5,Taux de pauvreté : Moins de 30 ans - Gironde,D33,1742570,2013
2014,22.7,Taux de pauvreté : Moins de 30 ans - Gironde,D33,1742570,2014
2015,23.2,Taux de pauvreté : Moins de 30 ans - Gironde,D33,1742570,2015
2012,12.0,Taux de pauvreté : 50 à 59 ans - Saône-et-Loire,D71,1742245,2012
2013,12.4,Taux de pauvreté : 50 à 59 ans - Saône-et-Loire,D71,1742245,2013
2014,12.8,Taux de pauvreté : 50 à 59 ans - Saône-et-Loire,D71,1742245,2014
2015,13.2,Taux de pauvreté : 50 à 59 ans - Saône-et-Loire,D71,1742245,2015
2012,11.6,Taux de pauvreté : 50 à 59 ans - Sarthe,D72,1742246,2012
2013,12.2,Taux de pauvreté : 50 à 59 ans - Sarthe,D72,1742246,2013
2014,12.7,Taux de pauvreté : 50 à 59 ans - Sarthe,D72,1742246,2014
2015,13.4,Taux de pauvreté : 50 à 59 ans - Sarthe,D72,1742246,2015
2012,8.7,Taux de pauvreté : 50 à 59 ans - Savoie,D73,1742247,2012
2013,9.3,Taux de pauvreté : 50 à 59 ans - Savoie,D73,1742247,2013
2014,9.7,Taux de pauvreté : 50 à 59 ans - Savoie,D73,1742247,2014
2015,10.2,Taux de pauvreté : 50 à 59 ans - Savoie,D73,1742247,2015
2012,8.6,Taux de pauvreté : 50 à 59 ans - Haute-Savoie,D74,1742248,2012
2013,8.6,Taux de pauvreté : 50 à 59 ans - Haute-Savoie,D74,1742248,2013
2014,8.8,Taux de pauvreté : 50 à 59 ans - Haute-Savoie,D74,1742248,2014
2015,8.7,Taux de pauvreté : 50 à 59 ans - Haute-Savoie,D74,1742248,2015
2012,18.9,Taux de pauvreté : 50 à 59 ans - Paris,D75,1742249,2012
2013,19.3,Taux de pauvreté : 50 à 59 ans - Paris,D75,1742249,2013
2014,19.6,Taux de pauvreté : 50 à 59 ans - Paris,D75,1742249,2014
2015,19.9,Taux de pauvreté : 50 à 59 ans - Paris,D75,1742249,2015
2012,12.3,Taux de pauvreté : 50 à 59 ans - Seine-Maritime,D76,1742250,2012
2013,12.8,Taux de pauvreté : 50 à 59 ans - Seine-Maritime,D76,1742250,2013
2014,13.3,Taux de pauvreté : 50 à 59 ans - Seine-Maritime,D76,1742250,2014
2015,14.0,Taux de pauvreté : 50 à 59 ans - Seine-Maritime,D76,1742250,2015
2012,10.4,Taux de pauvreté : 50 à 59 ans - Seine-et-Marne,D77,1742251,2012
2013,10.6,Taux de pauvreté : 50 à 59 ans - Seine-et-Marne,D77,1742251,2013
2014,10.7,Taux de pauvreté : 50 à 59 ans - Seine-et-Marne,D77,1742251,2014
2015,11.3,Taux de pauvreté : 50 à 59 ans - Seine-et-Marne,D77,1742251,2015
2012,8.2,Taux de pauvreté : 50 à 59 ans - Yvelines,D78,1742252,2012
2013,8.8,Taux de pauvreté : 50 à 59 ans - Yvelines,D78,1742252,2013
2014,8.9,Taux de pauvreté : 50 à 59 ans - Yvelines,D78,1742252,2014
2015,9.2,Taux de pauvreté : 50 à 59 ans - Yvelines,D78,1742252,2015
2012,11.2,Taux de pauvreté : 50 à 59 ans - Deux-Sèvres,D79,1742253,2012
2013,11.6,Taux de pauvreté : 50 à 59 ans - Deux-Sèvres,D79,1742253,2013
2014,11.9,Taux de pauvreté : 50 à 59 ans - Deux-Sèvres,D79,1742253,2014
2015,12.1,Taux de pauvreté : 50 à 59 ans - Deux-Sèvres,D79,1742253,2015
2012,15.2,Taux de pauvreté : 50 à 59 ans - Somme,D80,1742254,2012
2013,15.7,Taux de pauvreté : 50 à 59 ans - Somme,D80,1742254,2013
2014,16.2,Taux de pauvreté : 50 à 59 ans - Somme,D80,1742254,2014
2015,17.0,Taux de pauvreté : 50 à 59 ans - Somme,D80,1742254,2015
2012,14.2,Taux de pauvreté : 50 à 59 ans - Tarn,D81,1742255,2012
2013,14.7,Taux de pauvreté : 50 à 59 ans - Tarn,D81,1742255,2013
2014,15.7,Taux de pauvreté : 50 à 59 ans - Tarn,D81,1742255,2014
2015,16.3,Taux de pauvreté : 50 à 59 ans - Tarn,D81,1742255,2015
2012,15.2,Taux de pauvreté : 50 à 59 ans - Tarn-et-Garonne,D82,1742256,2012
2013,16.1,Taux de pauvreté : 50 à 59 ans - Tarn-et-Garonne,D82,1742256,2013
2014,16.5,Taux de pauvreté : 50 à 59 ans - Tarn-et-Garonne,D82,1742256,2014
2015,16.7,Taux de pauvreté : 50 à 59 ans - Tarn-et-Garonne,D82,1742256,2015
2012,16.0,Taux de pauvreté : 50 à 59 ans - Var,D83,1742257,2012
2013,16.6,Taux de pauvreté : 50 à 59 ans - Var,D83,1742257,2013
2014,16.8,Taux de pauvreté : 50 à 59 ans - Var,D83,1742257,2014
2015,16.7,Taux de pauvreté : 50 à 59 ans - Var,D83,1742257,2015
2012,19.6,Taux de pauvreté : 50 à 59 ans - Vaucluse,D84,1742258,2012
2013,20.3,Taux de pauvreté : 50 à 59 ans - Vaucluse,D84,1742258,2013
2014,20.0,Taux de pauvreté : 50 à 59 ans - Vaucluse,D84,1742258,2014
2015,20.0,Taux de pauvreté : 50 à 59 ans - Vaucluse,D84,1742258,2015
2012,10.2,Taux de pauvreté : 50 à 59 ans - Vendée,D85,1742259,2012
2013,10.7,Taux de pauvreté : 50 à 59 ans - Vendée,D85,1742259,2013
2014,11.1,Taux de pauvreté : 50 à 59 ans - Vendée,D85,1742259,2014
2015,11.0,Taux de pauvreté : 50 à 59 ans - Vendée,D85,1742259,2015
2012,11.3,Taux de pauvreté : 50 à 59 ans - Vienne,D86,1742260,2012
2013,12.4,Taux de pauvreté : 50 à 59 ans - Vienne,D86,1742260,2013
2014,12.8,Taux de pauvreté : 50 à 59 ans - Vienne,D86,1742260,2014
2015,13.4,Taux de pauvreté : 50 à 59 ans - Vienne,D86,1742260,2015
2012,12.8,Taux de pauvreté : 50 à 59 ans - Haute-Vienne,D87,1742261,2012
2013,13.7,Taux de pauvreté : 50 à 59 ans - Haute-Vienne,D87,1742261,2013
2014,14.0,Taux de pauvreté : 50 à 59 ans - Haute-Vienne,D87,1742261,2014
2015,14.9,Taux de pauvreté : 50 à 59 ans - Haute-Vienne,D87,1742261,2015
2012,14.5,Taux de pauvreté : 50 à 59 ans - Vosges,D88,1742262,2012
2013,15.2,Taux de pauvreté : 50 à 59 ans - Vosges,D88,1742262,2013
2014,15.4,Taux de pauvreté : 50 à 59 ans - Vosges,D88,1742262,2014
2015,16.3,Taux de pauvreté : 50 à 59 ans - Vosges,D88,1742262,2015
2012,10.3,Taux de pauvreté : Ensemble - Ain,D01,1742263,2012
2013,10.6,Taux de pauvreté : Ensemble - Ain,D01,1742263,2013
2014,10.8,Taux de pauvreté : Ensemble - Ain,D01,1742263,2014
2015,10.9,Taux de pauvreté : Ensemble - Ain,D01,1742263,2015
2012,18.6,Taux de pauvreté : Ensemble - Aisne,D02,1742264,2012
2013,18.6,Taux de pauvreté : Ensemble - Aisne,D02,1742264,2013
2014,18.7,Taux de pauvreté : Ensemble - Aisne,D02,1742264,2014
2015,19.0,Taux de pauvreté : Ensemble - Aisne,D02,1742264,2015
2012,14.8,Taux de pauvreté : Ensemble - Ardèche,D07,1742269,2012
2013,14.9,Taux de pauvreté : Ensemble - Ardèche,D07,1742269,2013
2014,14.7,Taux de pauvreté : Ensemble - Ardèche,D07,1742269,2014
2015,14.8,Taux de pauvreté : Ensemble - Ardèche,D07,1742269,2015
2012,19.3,Taux de pauvreté : Ensemble - Ardennes,D08,1742270,2012
2013,19.2,Taux de pauvreté : Ensemble - Ardennes,D08,1742270,2013
2014,19.4,Taux de pauvreté : Ensemble - Ardennes,D08,1742270,2014
2015,19.5,Taux de pauvreté : Ensemble - Ardennes,D08,1742270,2015
2012,17.9,Taux de pauvreté : Ensemble - Ariège,D09,1742271,2012
2013,18.0,Taux de pauvreté : Ensemble - Ariège,D09,1742271,2013
2014,18.2,Taux de pauvreté : Ensemble - Ariège,D09,1742271,2014
2015,18.5,Taux de pauvreté : Ensemble - Ariège,D09,1742271,2015
2012,15.1,Taux de pauvreté : Ensemble - Aube,D10,1742272,2012
2013,15.5,Taux de pauvreté : Ensemble - Aube,D10,1742272,2013
2014,15.6,Taux de pauvreté : Ensemble - Aube,D10,1742272,2014
2015,15.9,Taux de pauvreté : Ensemble - Aube,D10,1742272,2015
2012,21.0,Taux de pauvreté : Ensemble - Aude,D11,1742273,2012
2013,21.4,Taux de pauvreté : Ensemble - Aude,D11,1742273,2013
2014,21.7,Taux de pauvreté : Ensemble - Aude,D11,1742273,2014
2015,21.4,Taux de pauvreté : Ensemble - Aude,D11,1742273,2015
2012,14.5,Taux de pauvreté : Ensemble - Aveyron,D12,1742274,2012
2013,14.7,Taux de pauvreté : Ensemble - Aveyron,D12,1742274,2013
2014,14.2,Taux de pauvreté : Ensemble - Aveyron,D12,1742274,2014
2015,14.4,Taux de pauvreté : Ensemble - Aveyron,D12,1742274,2015
2012,18.1,Taux de pauvreté : Ensemble - Bouches-du-Rhône,D13,1742275,2012
2013,18.4,Taux de pauvreté : Ensemble - Bouches-du-Rhône,D13,1742275,2013
2014,18.6,Taux de pauvreté : Ensemble - Bouches-du-Rhône,D13,1742275,2014
2015,18.6,Taux de pauvreté : Ensemble - Bouches-du-Rhône,D13,1742275,2015
2012,12.7,Taux de pauvreté : Ensemble - Calvados,D14,1742276,2012
2013,12.8,Taux de pauvreté : Ensemble - Calvados,D14,1742276,2013
2014,12.8,Taux de pauvreté : Ensemble - Calvados,D14,1742276,2014
2015,12.9,Taux de pauvreté : Ensemble - Calvados,D14,1742276,2015
2012,15.0,Taux de pauvreté : Ensemble - Cantal,D15,1742277,2012
2013,14.8,Taux de pauvreté : Ensemble - Cantal,D15,1742277,2013
2014,14.4,Taux de pauvreté : Ensemble - Cantal,D15,1742277,2014
2015,14.3,Taux de pauvreté : Ensemble - Cantal,D15,1742277,2015
2012,14.8,Taux de pauvreté : Ensemble - Charente,D16,1742278,2012
2013,14.8,Taux de pauvreté : Ensemble - Charente,D16,1742278,2013
2014,14.9,Taux de pauvreté : Ensemble - Charente,D16,1742278,2014
2015,14.9,Taux de pauvreté : Ensemble - Charente,D16,1742278,2015
2012,13.4,Taux de pauvreté : Ensemble - Charente-Maritime,D17,1742279,2012
2013,13.5,Taux de pauvreté : Ensemble - Charente-Maritime,D17,1742279,2013
2014,13.6,Taux de pauvreté : Ensemble - Charente-Maritime,D17,1742279,2014
2015,13.5,Taux de pauvreté : Ensemble - Charente-Maritime,D17,1742279,2015
2012,14.1,Taux de pauvreté : Ensemble - Cher,D18,1742280,2012
2013,14.3,Taux de pauvreté : Ensemble - Cher,D18,1742280,2013
2014,14.6,Taux de pauvreté : Ensemble - Cher,D18,1742280,2014
2015,14.7,Taux de pauvreté : Ensemble - Cher,D18,1742280,2015
2012,13.8,Taux de pauvreté : Ensemble - Corrèze,D19,1742281,2012
2013,13.7,Taux de pauvreté : Ensemble - Corrèze,D19,1742281,2013
2014,13.6,Taux de pauvreté : Ensemble - Corrèze,D19,1742281,2014
2015,13.1,Taux de pauvreté : Ensemble - Corrèze,D19,1742281,2015
2012,18.0,Taux de pauvreté : Ensemble - Corse-du-Sud,D2A,1742282,2012
2013,17.6,Taux de pauvreté : Ensemble - Corse-du-Sud,D2A,1742282,2013
2014,17.7,Taux de pauvreté : Ensemble - Corse-du-Sud,D2A,1742282,2014
2015,17.4,Taux de pauvreté : Ensemble - Corse-du-Sud,D2A,1742282,2015
2012,22.6,Taux de pauvreté : Ensemble - Haute-Corse,D2B,1742283,2012
2013,22.5,Taux de pauvreté : Ensemble - Haute-Corse,D2B,1742283,2013
2014,22.5,Taux de pauvreté : Ensemble - Haute-Corse,D2B,1742283,2014
2015,21.9,Taux de pauvreté : Ensemble - Haute-Corse,D2B,1742283,2015
2012,10.9,Taux de pauvreté : Ensemble - Côte-d'Or,D21,1742284,2012
2013,11.1,Taux de pauvreté : Ensemble - Côte-d'Or,D21,1742284,2013
2014,11.4,Taux de pauvreté : Ensemble - Côte-d'Or,D21,1742284,2014
2015,11.7,Taux de pauvreté : Ensemble - Côte-d'Or,D21,1742284,2015
2012,11.5,Taux de pauvreté : Ensemble - Côtes-d'Armor,D22,1742285,2012
2013,11.6,Taux de pauvreté : Ensemble - Côtes-d'Armor,D22,1742285,2013
2014,11.7,Taux de pauvreté : Ensemble - Côtes-d'Armor,D22,1742285,2014
2015,12.1,Taux de pauvreté : Ensemble - Côtes-d'Armor,D22,1742285,2015
2012,19.5,Taux de pauvreté : Ensemble - Creuse,D23,1742286,2012
2013,19.4,Taux de pauvreté : Ensemble - Creuse,D23,1742286,2013
2014,18.9,Taux de pauvreté : Ensemble - Creuse,D23,1742286,2014
2015,18.6,Taux de pauvreté : Ensemble - Creuse,D23,1742286,2015
2012,16.3,Taux de pauvreté : Ensemble - Dordogne,D24,1742287,2012
2013,16.3,Taux de pauvreté : Ensemble - Dordogne,D24,1742287,2013
2014,16.4,Taux de pauvreté : Ensemble - Dordogne,D24,1742287,2014
2015,16.5,Taux de pauvreté : Ensemble - Dordogne,D24,1742287,2015
2012,12.3,Taux de pauvreté : Ensemble - Doubs,D25,1742288,2012
2013,12.5,Taux de pauvreté : Ensemble - Doubs,D25,1742288,2013
2014,12.5,Taux de pauvreté : Ensemble - Doubs,D25,1742288,2014
2015,12.3,Taux de pauvreté : Ensemble - Doubs,D25,1742288,2015
2012,14.9,Taux de pauvreté : Ensemble - Drôme,D26,1742289,2012
2013,15.2,Taux de pauvreté : Ensemble - Drôme,D26,1742289,2013
2014,15.5,Taux de pauvreté : Ensemble - Drôme,D26,1742289,2014
2015,15.5,Taux de pauvreté : Ensemble - Drôme,D26,1742289,2015
2012,12.4,Taux de pauvreté : Ensemble - Eure,D27,1742290,2012
2013,12.5,Taux de pauvreté : Ensemble - Eure,D27,1742290,2013
2014,12.8,Taux de pauvreté : Ensemble - Eure,D27,1742290,2014
2015,13.2,Taux de pauvreté : Ensemble - Eure,D27,1742290,2015
2012,20.0,Taux de pauvreté : Ensemble - Gard,D30,1742293,2012
2013,20.3,Taux de pauvreté : Ensemble - Gard,D30,1742293,2013
2014,20.3,Taux de pauvreté : Ensemble - Gard,D30,1742293,2014
2015,20.1,Taux de pauvreté : Ensemble - Gard,D30,1742293,2015
2012,12.9,Taux de pauvreté : 50 à 59 ans - Yonne,D89,1742303,2012
2013,13.7,Taux de pauvreté : 50 à 59 ans - Yonne,D89,1742303,2013
2014,14.5,Taux de pauvreté : 50 à 59 ans - Yonne,D89,1742303,2014
2015,15.1,Taux de pauvreté : 50 à 59 ans - Yonne,D89,1742303,2015
2012,12.5,Taux de pauvreté : 50 à 59 ans - Territoire de Belfort,D90,1742304,2012
2013,13.4,Taux de pauvreté : 50 à 59 ans - Territoire de Belfort,D90,1742304,2013
2014,13.9,Taux de pauvreté : 50 à 59 ans - Territoire de Belfort,D90,1742304,2014
2015,14.4,Taux de pauvreté : 50 à 59 ans - Territoire de Belfort,D90,1742304,2015
2012,11.0,Taux de pauvreté : 50 à 59 ans - Essonne,D91,1742305,2012
2013,11.5,Taux de pauvreté : 50 à 59 ans - Essonne,D91,1742305,2013
2014,11.5,Taux de pauvreté : 50 à 59 ans - Essonne,D91,1742305,2014
2015,12.0,Taux de pauvreté : 50 à 59 ans - Essonne,D91,1742305,2015
2012,12.3,Taux de pauvreté : 50 à 59 ans - Hauts-de-Seine,D92,1742306,2012
2013,12.8,Taux de pauvreté : 50 à 59 ans - Hauts-de-Seine,D92,1742306,2013
2014,13.0,Taux de pauvreté : 50 à 59 ans - Hauts-de-Seine,D92,1742306,2014
